sid,name,output_count,individual_count,group_count,intervention_count,timecourse_count,output_pks,licence
PKDB00005,Balogh1992,507,12,1,1,72,"[263986, 263988, 263990, 264063, 264064, 264065, 264066, 264067, 264068, 264069, 264070, 264071, 264072, 264073, 264074, 264075, 264076, 264077, 264078, 264079, 264080, 264081, 264082, 264083, 264084, 264085, 264086, 264087, 264088, 264089, 264090, 264091, 264092, 264093, 264094, 264095, 264096, 264097, 264098, 264099, 264100, 264101, 264102, 264103, 264104, 264105, 264106, 264107, 264108, 264109, 264110, 264111, 264112, 264113, 264114, 264115, 264116, 264117, 264118, 264119, 264120, 264121, 264122, 264123, 264124, 264125, 264126, 264127, 264128, 264129, 264130, 264131, 264132, 264133, 264134, 264207, 264208, 264209, 264210, 264211, 264212, 264213, 264214, 264215, 264216, 264217, 264218, 264219, 264220, 264221, 264222, 264223, 264224, 264225, 264226, 264227, 264228, 264229, 264230, 264231, 264232, 264233, 264234, 264235, 264236, 264237, 264238, 264239, 264240, 264241, 264242, 264243, 264244, 264245, 264246, 264247, 264248, 264249, 264250, 264251, 264252, 264253, 264254, 264255, 264256, 264257, 264258, 264259, 264260, 264261, 264262, 264263, 264264, 264265, 264266, 264267, 264268, 264269, 264270, 264271, 264272, 264273, 264274, 264275, 264276, 264277, 264278, 264425, 264426, 264427, 264428, 264429, 264430, 264431, 264432, 264433, 264434, 264435, 264436, 264437, 264438, 264439, 264440, 264441, 264442, 264443, 264444, 264445, 264447, 264448, 264449, 264571, 264451, 264453, 264454, 264455, 264457, 264458, 264465, 264466, 264467, 264468, 264469, 264470, 264471, 264472, 264473, 264474, 264475, 264476, 264477, 264478, 264479, 264480, 264481, 264482, 264483, 264484, 264485, 264486, 264487, 264488, 264489, 264490, 264491, 264492, 264493, 264494, 264495, 264496, 264497, 264498, 264499, 264500, 264501, 264502, 264503, 264504, 264505, 264506, 264507, 264508, 264509, 264510, 264423, 264424, 264570, 264513, 264514, 264515, 264516, 264517, 264518, 264519, 264520, 264521, 264522, 264523, 264524, 264525, 264526, 264527, 264528, 264529, 264530, 264531, 264533, 264534, 264535, 264536, 264537, 264538, 264539, 264540, 264541, 264542, 264543, 264544, 264545, 264546, 264547, 264548, 264549, 264550, 264551, 264552, 264553, 264554, 264555, 264556, 264557, 264558, 264559, 264560, 264561, 264562, 264563, 264565, 264566, 264572, 264576, 264577, 264578, 264582, 264583, 264584, 264588, 264589, 264590, 264594, 264595, 264596, 264600, 264601, 264602, 264606, 264607, 264608, 264612, 264613, 264614, 264618, 264619, 264620, 264624, 264625, 264626, 264630, 264631, 264632, 264446, 264636, 264637, 264638, 264642, 264643, 264644, 264450, 264648, 264649, 264650, 264452, 264654, 264655, 264656, 264660, 264661, 264662, 264456, 264666, 264667, 264668, 264672, 264673, 264674, 264459, 264460, 264678, 264679, 264680, 264461, 264462, 264684, 264685, 264686, 264463, 264464, 264690, 264691, 264692, 264696, 264697, 264698, 264702, 264703, 264704, 264708, 264709, 264710, 264714, 264715, 264716, 264720, 264721, 264722, 264726, 264727, 264728, 264732, 264733, 264734, 264738, 264739, 264740, 264744, 264745, 264746, 264750, 264751, 264752, 264756, 264757, 264758, 264762, 264763, 264764, 264768, 264769, 264770, 264774, 264775, 264776, 264780, 264781, 264782, 264786, 264787, 264788, 264792, 264793, 264794, 264798, 264799, 264800, 264804, 264805, 264806, 264810, 264811, 264812, 264816, 264817, 264818, 264822, 264823, 264824, 264828, 264829, 264830, 264511, 264512, 264834, 264835, 264836, 264840, 264841, 264842, 264846, 264847, 264848, 264852, 264853, 264854, 264858, 264859, 264860, 264864, 264865, 264866, 264870, 264871, 264872, 264876, 264877, 264878, 264882, 264883, 264884, 264888, 264889, 264890, 264532, 264894, 264895, 264896, 264900, 264901, 264902, 264906, 264907, 264908, 264912, 264913, 264914, 264918, 264919, 264920, 264924, 264925, 264926, 264930, 264931, 264932, 264936, 264937, 264938, 264942, 264943, 264944, 264948, 264949, 264950, 264954, 264955, 264956, 264960, 264961, 264962, 264966, 264967, 264968, 264972, 264973, 264974, 264978, 264979, 264980, 264984, 264985, 264986, 264564, 264990, 264991, 264992, 264996, 264997, 264998]",closed
PKDB00007,Barnett1990,228,6,1,3,12,"[265129, 265130, 265131, 265132, 265133, 265134, 265135, 265136, 265137, 265139, 265140, 265141, 265142, 265143, 265149, 265150, 265151, 265152, 265159, 265160, 265161, 265162, 265163, 265164, 265165, 265166, 265167, 265168, 265169, 265170, 265171, 265172, 265173, 265174, 265175, 265176, 265177, 265179, 265180, 265181, 265182, 265183, 265184, 265185, 265186, 265187, 265188, 265189, 265190, 265191, 265192, 265193, 265194, 265195, 265196, 265197, 265199, 265200, 265201, 265202, 265203, 265119, 265120, 265121, 265122, 265123, 265124, 265125, 265126, 265127, 265128, 265248, 265249, 265250, 265251, 265252, 265253, 265254, 265255, 265256, 265138, 265209, 265210, 265211, 265212, 265213, 265219, 265220, 265221, 265222, 265223, 265224, 265225, 265226, 265227, 265229, 265230, 265231, 265232, 265233, 265234, 265235, 265236, 265237, 265266, 265267, 265268, 265269, 265270, 265271, 265272, 265273, 265274, 265144, 265145, 265146, 265147, 265148, 265284, 265285, 265286, 265287, 265288, 265289, 265290, 265291, 265292, 265153, 265154, 265155, 265156, 265157, 265158, 265302, 265303, 265304, 265305, 265306, 265307, 265308, 265309, 265310, 265320, 265321, 265322, 265323, 265324, 265325, 265326, 265327, 265328, 265178, 265338, 265339, 265340, 265341, 265342, 265343, 265344, 265345, 265346, 265356, 265357, 265358, 265359, 265360, 265361, 265362, 265363, 265364, 265198, 265374, 265375, 265376, 265377, 265378, 265379, 265380, 265381, 265382, 265204, 265205, 265206, 265207, 265208, 265392, 265393, 265394, 265395, 265396, 265397, 265398, 265399, 265400, 265214, 265215, 265216, 265217, 265218, 265410, 265411, 265412, 265413, 265414, 265415, 265416, 265417, 265418, 265228, 265428, 265429, 265430, 265431, 265432, 265433, 265434, 265435, 265436, 265238, 265446, 265447, 265448, 265449, 265450, 265451, 265452, 265453, 265454]",closed
PKDB00434,Bchir2006,36,0,3,1,2,"[265459, 265460, 265461, 265462, 265477, 265478, 265479, 265480, 265481, 265482, 265483, 265500, 265501, 265502, 265503, 265504, 265505, 265506, 265507, 265508, 265484, 265485, 265486, 265487, 265488, 265489, 265490, 265518, 265519, 265520, 265521, 265522, 265523, 265524, 265525, 265526]",closed
PKDB00435,Becker1984,42,0,3,2,2,"[266174, 266175, 266176, 266177, 266178, 266179, 266180, 266181, 266182, 266183, 266184, 266185, 266186, 266187, 266188, 266189, 266190, 266191, 266192, 266207, 266208, 266209, 266210, 266211, 266212, 266213, 266214, 266215, 266193, 266194, 266195, 266196, 266197, 266225, 266226, 266227, 266228, 266229, 266230, 266231, 266232, 266233]",closed
PKDB00009,Begas2007,18,0,9,1,0,"[266252, 266253, 266254, 266255, 266256, 266257, 266258, 266259, 266260, 266261, 266262, 266263, 266264, 266265, 266266, 266267, 266268, 266269]",closed
PKDB00436,Begas2015,125,74,5,3,0,"[266361, 266362, 266363, 266364, 266365, 266366, 266367, 266368, 266369, 266370, 266371, 266372, 266373, 266374, 266375, 266376, 266377, 266378, 266379, 266380, 266381, 266382, 266383, 266384, 266385, 266386, 266387, 266388, 266389, 266390, 266391, 266290, 266291, 266292, 266293, 266294, 266295, 266296, 266297, 266298, 266299, 266300, 266301, 266302, 266303, 266304, 266305, 266306, 266307, 266308, 266309, 266353, 266354, 266355, 266356, 266357, 266358, 266359, 266360, 266392, 266393, 266394, 266395, 266458, 266459, 266460, 266461, 266462, 266463, 266464, 266465, 266466, 266467, 266468, 266469, 266470, 266471, 266472, 266473, 266474, 266475, 266476, 266477, 266478, 266479, 266480, 266481, 266482, 266483, 266484, 266485, 266486, 266487, 266488, 266489, 266490, 266491, 266492, 266493, 266494, 266495, 266496, 266497, 266498, 266499, 266500, 266501, 266502, 266503, 266504, 266505, 266506, 266507, 266508, 266509, 266510, 266511, 266512, 266513, 266514, 266515, 266516, 266517, 266518, 266519]",closed
PKDB00011,Benowitz2003,213,20,4,4,6,"[266729, 266730, 266731, 266732, 266733, 266734, 266735, 266736, 266737, 266738, 266739, 266740, 266741, 266742, 266743, 266744, 266745, 266746, 266747, 266748, 266749, 266750, 266751, 266752, 266753, 266754, 266755, 266756, 266757, 266758, 266759, 266760, 266761, 266762, 266763, 266764, 266765, 266766, 266767, 266768, 266769, 266770, 266771, 266772, 266773, 266774, 266775, 266776, 266777, 266778, 266779, 266780, 266781, 266782, 266783, 266784, 266785, 266786, 266787, 266788, 266831, 266832, 266833, 266834, 266835, 266836, 266837, 266838, 266839, 266840, 266841, 266842, 266843, 266844, 266845, 266846, 266847, 266848, 266849, 266850, 266851, 266852, 266853, 266854, 266855, 266856, 266857, 266858, 266859, 266860, 266861, 266862, 266863, 266864, 266865, 266866, 266867, 266868, 266869, 266870, 266871, 266872, 266930, 266931, 266932, 266941, 266942, 266943, 266944, 266945, 266946, 266947, 266948, 266949, 266950, 266979, 266980, 266981, 266982, 266983, 266984, 266985, 266986, 266996, 266997, 266998, 266999, 267000, 267001, 267002, 267003, 267004, 266963, 266964, 266965, 266966, 266967, 266971, 266972, 266973, 266974, 266975, 266976, 266977, 266955, 266956, 266957, 266958, 266959, 266960, 266961, 266962, 266968, 266969, 266970, 267014, 267015, 267016, 267017, 267018, 267019, 267020, 267021, 267022, 266978, 267032, 267033, 267034, 267035, 267036, 267037, 267038, 267039, 267040, 266952, 266953, 266954, 267050, 267051, 267052, 267053, 267054, 267055, 267056, 267057, 267058, 266933, 266934, 266935, 266936, 266937, 266938, 266939, 266940, 267068, 267069, 267070, 267071, 267072, 267073, 267074, 267075, 267076, 266951, 267086, 267087, 267088, 267089, 267090, 267091, 267092, 267093, 267094]",closed
PKDB00012,Birkett1991,94,41,1,1,0,"[267119, 267120, 267121, 267122, 267123, 267124, 267125, 267126, 267127, 267128, 267129, 267130, 267131, 267132, 267133, 267134, 267135, 267136, 267137, 267138, 267139, 267140, 267141, 267142, 267213, 267214, 267215, 267216, 267217, 267218, 267219, 267220, 267221, 267222, 267223, 267224, 267225, 267226, 267227, 267228, 267229, 267230, 267231, 267232, 267233, 267234, 267235, 267236, 267237, 267238, 267239, 267240, 267241, 267242, 267243, 267244, 267245, 267246, 267247, 267248, 267249, 267250, 267251, 267252, 267253, 267254, 267255, 267256, 267257, 267258, 267259, 267260, 267261, 267262, 267263, 267264, 267265, 267266, 267267, 267268, 267269, 267270, 267271, 267272, 267273, 267274, 267275, 267276, 267277, 267278, 267279, 267280, 267281, 267282]",open
PKDB00210,Blanchard1983,74,31,3,2,0,"[267311, 267312, 267313, 267314, 267315, 267316, 267317, 267318, 267319, 267320, 267321, 267322, 267392, 267393, 267394, 267395, 267396, 267397, 267398, 267385, 267386, 267387, 267388, 267389, 267399, 267423, 267424, 267425, 267426, 267427, 267428, 267400, 267401, 267402, 267403, 267404, 267405, 267406, 267407, 267408, 267409, 267410, 267411, 267412, 267413, 267414, 267415, 267439, 267440, 267441, 267442, 267443, 267444, 267445, 267446, 267390, 267391, 267416, 267417, 267418, 267419, 267420, 267421, 267422, 267429, 267430, 267431, 267432, 267433, 267434, 267435, 267436, 267437, 267438]",closed
PKDB00378,Blanchard1985,52,0,3,2,0,"[267506, 267507, 267508, 267509, 267510, 267511, 267512, 267513, 267514, 267515, 267516, 267517, 267518, 267519, 267520, 267521, 267522, 267523, 267524, 267525, 267526, 267527, 267528, 267529, 267530, 267531, 267532, 267533, 267534, 267535, 267536, 267537, 267538, 267539, 267540, 267541, 267542, 267543, 267544, 267545, 267546, 267547, 267548, 267549, 267550, 267551, 267552, 267553, 267554, 267555, 267556, 267557]",closed
PKDB00437,Bozikas2004,8,0,5,1,0,"[267997, 267998, 267999, 268000, 268005, 268006, 268007, 268008]",closed
PKDB00438,Brazier1980,172,4,1,15,3,"[268186, 268187, 268188, 268189, 268190, 268191, 268192, 268193, 268194, 268195, 268196, 268197, 268198, 268199, 268200, 268201, 268202, 268203, 268204, 268205, 268206, 268207, 268208, 268209, 268210, 268211, 268212, 268213, 268214, 268215, 268216, 268217, 268218, 268219, 268220, 268221, 268222, 268223, 268224, 268225, 268226, 268227, 268228, 268229, 268230, 268052, 268053, 268054, 268055, 268056, 268057, 268058, 268059, 268060, 268061, 268041, 268042, 268043, 268044, 268045, 268046, 268047, 268048, 268049, 268050, 268231, 268232, 268233, 268234, 268235, 268236, 268237, 268238, 268239, 268240, 268241, 268242, 268243, 268244, 268245, 268246, 268247, 268248, 268249, 268250, 268251, 268252, 268253, 268254, 268255, 268256, 268257, 268258, 268259, 268260, 268261, 268262, 268263, 268264, 268265, 268266, 268267, 268268, 268269, 268270, 268271, 268272, 268273, 268274, 268275, 268276, 268277, 268278, 268279, 268280, 268281, 268282, 268283, 268284, 268285, 268286, 268287, 268288, 268289, 268290, 268291, 268292, 268293, 268294, 268295, 268296, 268297, 268298, 268063, 268064, 268065, 268066, 268067, 268068, 268069, 268070, 268071, 268072, 268308, 268309, 268310, 268311, 268312, 268313, 268314, 268315, 268316, 268062, 268326, 268327, 268328, 268329, 268330, 268331, 268332, 268333, 268334, 268051, 268344, 268345, 268346, 268347, 268348, 268349, 268350, 268351, 268352]",closed
PKDB00439,Broughton1981,100,5,1,2,0,"[268453, 268454, 268455, 268456, 268457, 268458, 268459, 268460, 268461, 268462, 268463, 268464, 268465, 268466, 268467, 268468, 268469, 268470, 268471, 268472, 268473, 268474, 268475, 268476, 268477, 268478, 268479, 268480, 268481, 268482, 268483, 268484, 268485, 268486, 268487, 268488, 268489, 268490, 268491, 268492, 268493, 268494, 268495, 268496, 268497, 268498, 268499, 268500, 268501, 268502, 268503, 268504, 268505, 268506, 268507, 268508, 268509, 268510, 268511, 268512, 268513, 268514, 268515, 268516, 268517, 268518, 268519, 268520, 268521, 268522, 268523, 268524, 268525, 268526, 268527, 268528, 268529, 268530, 268531, 268532, 268533, 268534, 268535, 268536, 268537, 268538, 268539, 268540, 268541, 268542, 268543, 268544, 268545, 268546, 268547, 268548, 268549, 268550, 268551, 268552]",closed
PKDB00440,Bruce1986,48,0,1,2,4,"[268583, 268584, 268585, 268577, 268578, 268579, 268580, 268581, 268582, 268610, 268611, 268612, 268613, 268614, 268615, 268616, 268617, 268618, 268589, 268590, 268591, 268592, 268593, 268594, 268628, 268629, 268630, 268631, 268632, 268633, 268634, 268635, 268636, 268586, 268587, 268588, 268640, 268641, 268642, 268595, 268596, 268597, 268598, 268599, 268600, 268646, 268647, 268648]",closed
PKDB00443,Callahan1983,357,12,5,1,18,"[269606, 269607, 269608, 269618, 269619, 269620, 269621, 269622, 269623, 269624, 269625, 269626, 269630, 269631, 269632, 269636, 269637, 269638, 269642, 269643, 269644, 269551, 269648, 269649, 269650, 269654, 269655, 269656, 269500, 269666, 269667, 269668, 269669, 269670, 269671, 269672, 269673, 269674, 269681, 269682, 269683, 269684, 269685, 269686, 269690, 269691, 269692, 269696, 269697, 269698, 269702, 269703, 269704, 269573, 269708, 269709, 269710, 269720, 269721, 269722, 269723, 269724, 269725, 269726, 269727, 269728, 269451, 269732, 269733, 269734, 269738, 269739, 269740, 269123, 269124, 269125, 269126, 269127, 269128, 269129, 269130, 269131, 269132, 269133, 269134, 269135, 269136, 269137, 269138, 269139, 269140, 269141, 269142, 269143, 269144, 269145, 269146, 269147, 269148, 269149, 269150, 269151, 269152, 269153, 269154, 269155, 269156, 269157, 269158, 269159, 269160, 269161, 269162, 269163, 269164, 269165, 269166, 269167, 269168, 269169, 269170, 269171, 269172, 269173, 269174, 269175, 269176, 269177, 269178, 269179, 269180, 269181, 269182, 269183, 269184, 269185, 269186, 269187, 269188, 269189, 269190, 269191, 269192, 269193, 269194, 269195, 269196, 269197, 269198, 269199, 269200, 269201, 269202, 269203, 269204, 269205, 269206, 269207, 269208, 269209, 269210, 269211, 269212, 269213, 269214, 269215, 269216, 269217, 269218, 269243, 269244, 269245, 269246, 269247, 269248, 269249, 269250, 269251, 269252, 269253, 269254, 269255, 269256, 269257, 269258, 269259, 269260, 269261, 269262, 269263, 269264, 269265, 269266, 269440, 269458, 269439, 269457, 269437, 269435, 269453, 269438, 269456, 269442, 269460, 269443, 269441, 269459, 269446, 269445, 269444, 269430, 269448, 269431, 269449, 269429, 269447, 269434, 269452, 269433, 269432, 269450, 269476, 269494, 269475, 269493, 269473, 269491, 269471, 269489, 269474, 269492, 269478, 269496, 269461, 269479, 269497, 269477, 269495, 269464, 269482, 269463, 269481, 269499, 269462, 269480, 269498, 269466, 269484, 269502, 269467, 269485, 269503, 269465, 269483, 269501, 269470, 269488, 269506, 269469, 269487, 269505, 269468, 269486, 269504, 269512, 269530, 269548, 269511, 269529, 269547, 269509, 269527, 269545, 269525, 269543, 269510, 269528, 269546, 269514, 269532, 269550, 269515, 269533, 269513, 269531, 269549, 269518, 269536, 269554, 269517, 269535, 269553, 269516, 269534, 269552, 269520, 269538, 269521, 269539, 269519, 269537, 269524, 269542, 269523, 269541, 269522, 269540, 269566, 269584, 269565, 269583, 269436, 269454, 269472, 269490, 269508, 269526, 269544, 269562, 269580, 269594, 269595, 269596, 269561, 269579, 269564, 269582, 269568, 269586, 269569, 269587, 269567, 269585, 269572, 269590, 269571, 269589, 269570, 269588, 269556, 269574, 269557, 269575, 269555, 269560, 269578, 269559, 269577, 269558, 269576, 269455, 269563, 269581, 269600, 269601, 269602, 269507]",closed
PKDB00016,Carbo1989,246,6,1,3,3,"[269759, 269760, 269761, 269762, 269763, 269764, 269765, 269766, 269767, 269768, 269769, 269770, 269771, 269772, 269773, 269774, 269775, 269776, 269921, 269922, 269923, 269924, 269925, 269926, 269927, 269928, 269929, 269930, 269931, 269932, 269933, 269934, 269935, 269936, 269937, 269938, 269939, 269940, 269941, 269942, 269943, 269944, 269945, 269946, 269947, 269948, 269949, 269950, 269951, 269952, 269953, 269954, 269955, 269956, 269957, 269958, 269959, 269960, 269961, 269962, 269963, 269964, 269965, 269966, 269967, 269968, 269969, 269970, 269971, 269972, 269973, 269974, 269975, 269976, 269977, 269978, 269979, 269980, 269981, 269982, 269983, 269984, 269985, 269986, 269987, 269988, 269989, 269990, 269991, 269992, 269993, 269994, 269995, 269996, 269997, 269998, 269999, 270000, 270001, 270002, 270003, 270004, 270005, 270006, 270007, 270008, 270009, 270010, 270011, 270012, 270013, 270014, 270015, 270016, 270017, 270018, 270019, 270020, 270021, 270022, 270023, 270024, 270025, 270026, 270027, 270028, 270029, 270030, 270031, 270032, 270033, 270034, 270035, 270036, 270037, 270038, 270039, 270040, 270041, 270042, 270043, 270044, 270045, 270046, 270047, 270048, 270049, 270050, 270051, 270052, 270053, 270054, 270055, 270056, 270057, 270058, 270059, 270060, 270061, 270062, 270063, 270064, 270089, 270090, 270091, 270092, 270093, 270094, 270095, 270096, 270097, 270098, 270099, 270100, 270101, 270102, 270103, 270104, 270105, 270106, 270107, 270108, 270109, 270110, 270111, 270112, 270156, 270168, 270169, 270170, 270171, 270172, 270173, 270174, 270176, 270177, 270178, 270157, 270158, 270159, 270160, 270161, 270162, 270163, 270164, 270165, 270166, 270167, 270188, 270189, 270190, 270191, 270192, 270193, 270194, 270195, 270196, 270175, 270206, 270207, 270208, 270209, 270210, 270211, 270212, 270213, 270214, 270146, 270147, 270148, 270149, 270150, 270151, 270152, 270153, 270154, 270155, 270224, 270225, 270226, 270227, 270228, 270229, 270230, 270231, 270232]",closed
PKDB00017,Carrillo2000a,288,0,7,1,16,"[270281, 270282, 270283, 270284, 270285, 270286, 270287, 270288, 270289, 270290, 270291, 270292, 270293, 270294, 270295, 270296, 270297, 270298, 270299, 270300, 270301, 270302, 270303, 270304, 270305, 270306, 270307, 270308, 270309, 270310, 270311, 270312, 270313, 270314, 270315, 270316, 270317, 270318, 270319, 270320, 270321, 270322, 270323, 270324, 270325, 270326, 270327, 270328, 270385, 270386, 270387, 270388, 270389, 270390, 270391, 270392, 270393, 270394, 270395, 270396, 270397, 270398, 270399, 270400, 270401, 270402, 270403, 270404, 270405, 270406, 270407, 270408, 270409, 270410, 270411, 270412, 270413, 270414, 270415, 270416, 270417, 270418, 270419, 270420, 270421, 270422, 270423, 270424, 270425, 270426, 270427, 270428, 270429, 270430, 270431, 270432, 270433, 270434, 270435, 270436, 270437, 270438, 270439, 270440, 270559, 270560, 270561, 270562, 270529, 270530, 270531, 270532, 270533, 270534, 270539, 270540, 270541, 270542, 270543, 270544, 270545, 270546, 270547, 270548, 270563, 270564, 270565, 270566, 270567, 270568, 270605, 270606, 270607, 270608, 270609, 270569, 270570, 270571, 270572, 270573, 270574, 270575, 270576, 270577, 270578, 270579, 270580, 270581, 270582, 270583, 270584, 270585, 270586, 270587, 270588, 270589, 270590, 270591, 270647, 270648, 270649, 270662, 270663, 270664, 270650, 270651, 270610, 270611, 270612, 270653, 270654, 270655, 270641, 270642, 270643, 270656, 270657, 270658, 270644, 270645, 270646, 270659, 270660, 270661, 270549, 270550, 270551, 270552, 270553, 270554, 270555, 270556, 270557, 270558, 270674, 270675, 270676, 270677, 270678, 270679, 270680, 270681, 270682, 270593, 270594, 270595, 270596, 270597, 270598, 270599, 270600, 270601, 270602, 270603, 270604, 270692, 270693, 270694, 270695, 270696, 270697, 270698, 270699, 270700, 270652, 270710, 270711, 270712, 270713, 270714, 270715, 270716, 270717, 270718, 270613, 270614, 270615, 270616, 270728, 270729, 270730, 270731, 270732, 270733, 270734, 270735, 270736, 270535, 270536, 270537, 270538, 270746, 270747, 270748, 270749, 270750, 270751, 270752, 270753, 270754, 270764, 270765, 270766, 270767, 270768, 270769, 270770, 270771, 270772, 270782, 270783, 270784, 270785, 270786, 270787, 270788, 270789, 270790, 270592, 270800, 270801, 270802, 270803, 270804, 270805, 270806, 270807, 270808]",closed
PKDB00445,Chen2009,100,0,1,2,4,"[270827, 270828, 270829, 270830, 270831, 270832, 270833, 270834, 270835, 270836, 270837, 270838, 270839, 270840, 270841, 270842, 270843, 270844, 270910, 270911, 270912, 270913, 270914, 270915, 270923, 270924, 270925, 270926, 270927, 270928, 270929, 270930, 270931, 270932, 270933, 270934, 270916, 270917, 270918, 270919, 270920, 270921, 270922, 270936, 270937, 270938, 270939, 270940, 270941, 270897, 270898, 270899, 270900, 270901, 270902, 270903, 270904, 270905, 270906, 270907, 270908, 270909, 270958, 270959, 270960, 270961, 270962, 270963, 270964, 270965, 270966, 270935, 270973, 270974, 270975, 270976, 270977, 270978, 270988, 270989, 270990, 270991, 270992, 270993, 270994, 270995, 270996, 270942, 270943, 270944, 270945, 270946, 270947, 270948, 271003, 271004, 271005, 271006, 271007, 271008]",closed
PKDB00446,Chen2009b,222,46,1,2,4,"[271101, 271102, 271103, 271104, 271105, 271106, 271107, 271108, 271109, 271110, 271111, 271112, 271113, 271114, 271115, 271116, 271117, 271118, 271119, 271120, 271121, 271122, 271123, 271124, 271125, 271126, 271127, 271128, 271129, 271130, 271131, 271132, 271133, 271134, 271135, 271136, 271137, 271138, 271139, 271140, 271141, 271142, 271143, 271144, 271145, 271146, 271147, 271148, 271149, 271150, 271151, 271152, 271153, 271154, 271155, 271156, 271157, 271158, 271159, 271160, 271161, 271162, 271163, 271164, 271165, 271166, 271167, 271168, 271169, 271170, 271171, 271172, 271173, 271174, 271175, 271176, 271177, 271178, 271179, 271180, 271181, 271182, 271183, 271184, 271185, 271186, 271187, 271188, 271189, 271190, 271191, 271192, 271201, 271202, 271203, 271204, 271205, 271206, 271207, 271208, 271245, 271246, 271247, 271248, 271249, 271250, 271251, 271252, 271253, 271254, 271255, 271256, 271257, 271258, 271259, 271260, 271261, 271262, 271263, 271264, 271265, 271266, 271267, 271268, 271269, 271270, 271271, 271272, 271273, 271274, 271275, 271276, 271277, 271278, 271279, 271280, 271349, 271337, 271338, 271339, 271340, 271341, 271342, 271343, 271344, 271345, 271346, 271347, 271348, 271365, 271366, 271367, 271368, 271369, 271370, 271371, 271372, 271379, 271380, 271381, 271382, 271383, 271384, 271385, 271386, 271387, 271388, 271389, 271390, 271391, 271392, 271373, 271374, 271375, 271376, 271377, 271378, 271350, 271351, 271352, 271353, 271354, 271355, 271356, 271357, 271358, 271359, 271360, 271361, 271362, 271363, 271364, 271402, 271403, 271404, 271405, 271406, 271407, 271408, 271409, 271410, 271417, 271418, 271419, 271420, 271421, 271422, 271432, 271433, 271434, 271435, 271436, 271437, 271438, 271439, 271440, 271447, 271448, 271449, 271450, 271451, 271452]",closed
PKDB00447,Chen2010,242,56,1,2,4,"[271509, 271510, 271511, 271512, 271513, 271514, 271515, 271516, 271517, 271518, 271519, 271520, 271537, 271538, 271539, 271540, 271541, 271542, 271543, 271544, 271545, 271546, 271547, 271551, 271552, 271553, 271609, 271610, 271611, 271612, 271613, 271614, 271615, 271616, 271617, 271618, 271619, 271620, 271621, 271622, 271623, 271624, 271625, 271626, 271627, 271628, 271629, 271630, 271631, 271632, 271633, 271634, 271635, 271636, 271637, 271638, 271639, 271640, 271641, 271642, 271643, 271644, 271645, 271646, 271647, 271648, 271649, 271650, 271651, 271652, 271765, 271766, 271767, 271768, 271769, 271770, 271771, 271772, 271773, 271774, 271775, 271776, 271777, 271778, 271779, 271780, 271781, 271782, 271783, 271784, 271785, 271786, 271787, 271788, 271789, 271790, 271791, 271792, 271793, 271794, 271795, 271796, 271797, 271798, 271799, 271800, 271801, 271802, 271803, 271804, 271805, 271806, 271807, 271808, 271809, 271810, 271811, 271812, 271813, 271814, 271815, 271816, 271817, 271818, 271819, 271820, 271821, 271822, 271823, 271824, 271825, 271826, 271827, 271828, 271829, 271830, 271831, 271832, 271833, 271834, 271835, 271836, 271837, 271838, 271839, 271840, 271841, 271842, 271843, 271844, 271845, 271846, 271847, 271848, 271849, 271850, 271851, 271852, 271853, 271854, 271855, 271856, 271857, 271858, 271859, 271860, 271861, 271862, 271863, 271864, 271865, 271866, 271867, 271868, 271869, 271870, 271871, 271872, 271873, 271874, 271875, 271876, 271523, 271524, 271525, 271526, 271527, 271528, 271529, 271530, 271531, 271532, 271533, 271534, 271535, 271536, 271886, 271887, 271888, 271889, 271890, 271891, 271892, 271893, 271894, 271521, 271522, 271904, 271905, 271906, 271907, 271908, 271909, 271910, 271911, 271912, 271548, 271549, 271550, 271919, 271920, 271921, 271922, 271923, 271924, 271554, 271555, 271556, 271557, 271558, 271559, 271560, 271561, 271562, 271563, 271564, 271931, 271932, 271933, 271934, 271935, 271936]",closed
